UNIQUE_KEY,PROBLEM_DETAIL,PROBLEM_CATEGORY,CREATED_DATE,CLOSED_DATE,STATUS,DAYS_TO_CLOSE,BOROUGH,COMMUNITY_BOARD,INCIDENT_ADDRESS,STREET_NAME,INCIDENT_ZIP,ADDRESS_TYPE,LATITUDE,LONGITUDE,RESOLUTION_DESCRIPTION,OPEN_DATA_CHANNEL_TYPE,RESOLUTION_UPDATED_AT
45211431,Street Light Out,Street Light Condition,2019-12-20 22:31:00,2019-12-30 08:14:00.000,Closed,10,STATEN ISLAND,02 STATEN ISLAND,,,10304,INTERSECTION,40.59439759930,-74.10212084912,Location Type: Intersection,UNKNOWN,2019-12-30 08:14:00.000
45213924,Street Light Out,Street Light Condition,2019-12-20 20:38:00,2019-12-30 08:14:00.000,Closed,10,STATEN ISLAND,03 STATEN ISLAND,,,10312,INTERSECTION,40.54952394894,-74.18807407276,Location Type: Intersection,UNKNOWN,2019-12-30 08:14:00.000
45207696,Street Light Out,Street Light Condition,2019-12-20 19:35:00,2019-12-30 08:13:00.000,Closed,10,STATEN ISLAND,02 STATEN ISLAND,,,10305,INTERSECTION,40.59017887160,-74.08887167371,Location Type: Intersection,UNKNOWN,2019-12-30 08:13:00.000
45206444,Street Light Cycling,Street Light Condition,2019-12-20 12:28:00,2019-12-30 08:11:00.000,Closed,10,STATEN ISLAND,03 STATEN ISLAND,1983 ROYAL STREET,ROYAL STREET,10306,INTERSECTION,40.56160781222,-74.12966773832,Location Type: Intersection,UNKNOWN,2019-12-30 08:11:00.000
45212682,Street Light Out,Street Light Condition,2019-12-20 01:31:00,2019-12-20 08:10:00.000,Closed,0,STATEN ISLAND,03 STATEN ISLAND,122 RADIGAN AVENUE,RADIGAN AVENUE,10309,INTERSECTION,40.54429845087,-74.21580759273,Location Type: Intersection,UNKNOWN,2019-12-20 08:10:00.000
45201703,Street Light Cycling,Street Light Condition,2019-12-19 18:10:00,2019-12-30 08:08:00.000,Closed,11,STATEN ISLAND,02 STATEN ISLAND,248 ELVIN STREET,ELVIN STREET,10314,INTERSECTION,40.60448479995,-74.12178134470,Location Type: Intersection,UNKNOWN,2019-12-30 08:08:00.000
45199235,Street Light Out,Street Light Condition,2019-12-19 18:06:00,2019-12-30 08:06:00.000,Closed,11,STATEN ISLAND,03 STATEN ISLAND,431 EDGEGROVE AVENUE,EDGEGROVE AVENUE,10312,INTERSECTION,40.53932379344,-74.18664582701,Location Type: Intersection,UNKNOWN,2019-12-30 08:06:00.000
45204173,Street Light Out,Street Light Condition,2019-12-19 17:34:00,2019-12-30 08:05:00.000,Closed,11,STATEN ISLAND,01 STATEN ISLAND,56 CANAL STREET,CANAL STREET,10304,INTERSECTION,40.62666393497,-74.07564507775,Location Type: Intersection,UNKNOWN,2019-12-30 08:05:00.000
45201173,Street Light Out,Street Light Condition,2019-12-19 10:06:00,2020-01-14 19:30:00.000,Closed,26,STATEN ISLAND,01 STATEN ISLAND,,,10304,INTERSECTION,40.60872585878,-74.08837774445,Location Type: Intersection,UNKNOWN,2019-12-30 09:35:00.000
45201147,Street Light Out,Street Light Condition,2019-12-19 09:02:00,2019-12-19 09:02:00.000,Closed,0,STATEN ISLAND,01 STATEN ISLAND,,,10304,INTERSECTION,40.60898131815,-74.08812597505,Location Type: Intersection,UNKNOWN,2019-12-18 09:02:00.000
